"","ring1","ring2","ring3","ring4","ring5","ring6","ring7","ring8","ring9","ring10","ring11","ring12","ring13","ring14","ring15"
"ENSMUSG00000025995",1.1,1.14285714285714,1.22222222222222,1,1.04347826086957,1.05263157894737,1.06896551724138,1.1,1.12068965517241,1.125,1,1.0952380952381,1,0,1.06666666666667
"ENSMUSG00000025993",1,1,1,1,0,1,1.07692307692308,0,1,1,0,1,0,0,1
"ENSMUSG00000041144",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"ENSMUSG00000101337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025986",1.46666666666667,2.05882352941176,1.27956989247312,1.19047619047619,1.34285714285714,1.275,2.04237288135593,1.3,1.48920863309353,1.71951219512195,1.8125,1.99310344827586,2.28571428571429,0,1.83720930232558
"ENSMUSG00000026109",1.66906474820144,1.54867256637168,1.56481481481481,1.6551724137931,1.48314606741573,1.5,1.55,2.2,1.70992366412214,1.28333333333333,1.80952380952381,1.71428571428571,1.33333333333333,1.5,1.65384615384615
"ENSMUSG00000045954",1.05263157894737,1.03125,1.05555555555556,1,1,1,1,0,1.18181818181818,1,1,1.15789473684211,1,0,1.16666666666667
"ENSMUSG00000026107",1.125,1.22222222222222,1.06666666666667,0,1,1,1,0,1.09090909090909,1,0,1.13333333333333,0,0,1
"ENSMUSG00000018417",1.17073170731707,1.11363636363636,1.24444444444444,1.08333333333333,1.26086956521739,1.17647058823529,1.3,0,1.12903225806452,1.15384615384615,1.22222222222222,1.19047619047619,1.28571428571429,0,1
"ENSMUSG00000062939",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000026104",1.12,1.23076923076923,1.15909090909091,1.08333333333333,1.08695652173913,1.05,1.25,1.22222222222222,1.06976744186047,1.53333333333333,1.09090909090909,1.44444444444444,1,0,1
"ENSMUSG00000026103",1.97005988023952,2.67045454545455,1.44029850746269,1.52941176470588,1.47524752475248,1.56896551724138,2.42953020134228,1.25925925925926,2.47395833333333,2.51960784313725,2.45454545454545,2.63861386138614,2.22222222222222,0,2.35087719298246
"ENSMUSG00000002881",1.20967741935484,1.2,1.25,1.16666666666667,1.10526315789474,1.06666666666667,1.08571428571429,1.1,1.2258064516129,1.16,1.1,1.2,0,1,1.25
"ENSMUSG00000043015",1,1,1,0,1,0,1,0,1,1,0,1,0,0,1
"ENSMUSG00000041439",1.10810810810811,1.30120481927711,1.26923076923077,1.23529411764706,1.29268292682927,1.24137931034483,1.20967741935484,1.16666666666667,1.21951219512195,1.16666666666667,1.125,1.33333333333333,1.2,1.5,1.2
"ENSMUSG00000026102",1.08510638297872,1.27692307692308,1.28571428571429,1.2,1.08695652173913,1.07692307692308,1.28888888888889,1.33333333333333,1.27536231884058,1.13636363636364,1.07142857142857,1.30487804878049,1.5,0,1.375
"ENSMUSG00000041426",1.17307692307692,1.13793103448276,1.14634146341463,1,1,1.09090909090909,1.11363636363636,1.2,1.14754098360656,1.08695652173913,1,1.23404255319149,1.33333333333333,0,1
"ENSMUSG00000043629",1.08695652173913,1.11111111111111,1.14285714285714,1,1.11111111111111,1,1.13636363636364,0,1.11538461538462,1,1,1.09090909090909,0,0,1
"ENSMUSG00000060715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026098",0,0,1,0,0,0,1,0,1.14285714285714,0,0,1,0,0,0
"ENSMUSG00000026097",1.04166666666667,1.04651162790698,1.125,1,1.18181818181818,1.07692307692308,1.1304347826087,1,1.05555555555556,1.10526315789474,1,1.22857142857143,1.66666666666667,0,1.33333333333333
"ENSMUSG00000026096",1.21951219512195,1.18367346938776,1.11428571428571,1.16666666666667,1.07142857142857,1.27272727272727,1.08108108108108,1,1.04761904761905,1.1,1,1.16326530612245,1,1,1.5
"ENSMUSG00000099913",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000026095",1.13207547169811,1.21153846153846,1.17073170731707,1.33333333333333,1.28571428571429,1.16666666666667,1.06818181818182,1.4,1.11111111111111,1.07692307692308,1.1,1.16666666666667,1.25,0,1.23076923076923
"ENSMUSG00000096141",1.05263157894737,1,1,0,1,1,1.1,0,1,1,1,1.05128205128205,0,0,1
"ENSMUSG00000026094",1.05,1.1304347826087,1.07142857142857,0,1.09090909090909,0,1.07692307692308,0,1,1,0,1.05555555555556,0,0,1.125
"ENSMUSG00000042807",1.22448979591837,1.16981132075472,1.12820512820513,1,1.15625,1.0625,1.19565217391304,1.33333333333333,1.20338983050847,1.23333333333333,1.18181818181818,1.11764705882353,1,0,1.08333333333333
"ENSMUSG00000041303",1.17647058823529,1.16981132075472,1.16216216216216,1.125,1.26086956521739,1.07692307692308,1.15151515151515,1.16666666666667,1.23529411764706,1.13636363636364,1,1.23809523809524,1,0,1.07692307692308
"ENSMUSG00000073678",1.06976744186047,1.27272727272727,1.05882352941176,1.14285714285714,1.05555555555556,1.09090909090909,1.06666666666667,0,1.21621621621622,1.23529411764706,1.33333333333333,1.12121212121212,0,0,1
"ENSMUSG00000052331",1,1.0625,1,0,0,0,1,0,1,1.14285714285714,0,1,0,0,0
"ENSMUSG00000025982",1.68345323741007,1.65714285714286,1.47761194029851,1.42857142857143,1.5050505050505,1.40625,1.50833333333333,1.5,1.70469798657718,1.6027397260274,1.3030303030303,1.83098591549296,1.30769230769231,1.2,1.59259259259259
"ENSMUSG00000103030",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000025981",1.30555555555556,1.22641509433962,1.19718309859155,1.2,1.35416666666667,1.14285714285714,1.15217391304348,1.44444444444444,1.28767123287671,1.20588235294118,1.22222222222222,1.3015873015873,1.11111111111111,1,1.25
"ENSMUSG00000025980",2.58373205741627,2.18994413407821,2.49214659685864,2,2.79285714285714,2.26732673267327,1.91333333333333,2.78378378378378,2.59821428571429,2.1078431372549,2.06521739130435,2.63054187192118,1.94117647058824,1.4,1.94545454545455
"ENSMUSG00000073676",7.28185328185328,5.57264957264957,7.09523809523809,5.94444444444444,7.41379310344828,5.6969696969697,4.81770833333333,6.21153846153846,6.92280701754386,4.67164179104478,5.30909090909091,7.46613545816733,3.33333333333333,3.16666666666667,5.13888888888889
"ENSMUSG00000025979",1.5625,1.48780487804878,1.45736434108527,1.51515151515152,1.62222222222222,1.35294117647059,1.63541666666667,1.22727272727273,1.46385542168675,1.38333333333333,1.6551724137931,1.77777777777778,1.18181818181818,0,1.38235294117647
"ENSMUSG00000025978",1.05660377358491,1.175,1.05882352941176,1.2,1,1,1.18181818181818,1,1.05660377358491,1.14285714285714,1,1.16216216216216,1,0,1
"ENSMUSG00000046994",1.03846153846154,1,1.05882352941176,1,1.11764705882353,1.11111111111111,1.05555555555556,1,1.06896551724138,1,1,1,0,0,1
"ENSMUSG00000038349",1.04444444444444,1.21212121212121,1.1025641025641,1.1,1.04347826086957,1.13333333333333,1.0952380952381,1,1.13333333333333,1,1.33333333333333,1.13513513513514,0,0,1
"ENSMUSG00000102145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038331",1.20689655172414,1.23636363636364,1.33333333333333,1,1,1,1.43636363636364,0,1.2,1.26666666666667,1.125,1.30769230769231,1.27272727272727,0,1.22727272727273
"ENSMUSG00000104310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038323",1.15686274509804,1.25531914893617,1.13888888888889,1,1.12,1,1.17647058823529,1,1.28333333333333,1.16129032258065,1.27272727272727,1.16363636363636,1,0,1.38461538461538
"ENSMUSG00000048495",1.22641509433962,1.325,1.07692307692308,1.15384615384615,1.07407407407407,1.41176470588235,1.34883720930233,1,1.07692307692308,1.11111111111111,1,1.18867924528302,1.33333333333333,0,1.1875
"ENSMUSG00000025971",1.30555555555556,1.24390243902439,1.17391304347826,1.08333333333333,1.14634146341463,1.33333333333333,1.13636363636364,1.3,1.35483870967742,1.23913043478261,1.05,1.32631578947368,1.2,0,1.35
"ENSMUSG00000038305",1.11627906976744,1.03225806451613,1.21428571428571,1,1.05263157894737,1,1.35135135135135,1,1.13953488372093,1.11538461538462,1.5,1.09756097560976,1,0,1.18181818181818
"ENSMUSG00000054770",1.06451612903226,1,1.18181818181818,1,1,1,1.07142857142857,0,1.05,1.09090909090909,1.33333333333333,1.03030303030303,1,0,1
"ENSMUSG00000026039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000063558",1.0625,1.125,1.2,0,1,1.2,1,0,1.4375,1,0,1,0,0,1.25
"ENSMUSG00000064294",0,0,1.33333333333333,0,0,0,1,0,1,0,0,1,0,0,0
"ENSMUSG00000038242",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000103839",1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
"ENSMUSG00000051223",1.71676300578035,1.85975609756098,1.52666666666667,2.09756097560976,1.6283185840708,1.64935064935065,1.77272727272727,1.8695652173913,1.71022727272727,1.73863636363636,1.85365853658537,1.91358024691358,1.5,1.16666666666667,1.58695652173913
"ENSMUSG00000026034",1.14084507042254,1.27777777777778,1.29577464788732,1,1.25,1.21052631578947,1.24590163934426,1.11111111111111,1.22988505747126,1.25,1.16666666666667,1.29166666666667,1,1.33333333333333,1.0952380952381
"ENSMUSG00000026035",1.32098765432099,1.24358974358974,1.16129032258065,1.30769230769231,1.19148936170213,1.35714285714286,1.28301886792453,1.07142857142857,1.26666666666667,1.17073170731707,1.1304347826087,1.29032258064516,1,1,1.10526315789474
"ENSMUSG00000026036",1.17333333333333,1.2089552238806,1.19230769230769,1.45454545454545,1.17073170731707,1,1.12,1.375,1.17333333333333,1.125,1.3,1.19354838709677,1.25,0,1.17647058823529
"ENSMUSG00000026037",1.08823529411765,1.08888888888889,1.04545454545455,1,1.11538461538462,1.08333333333333,1.16666666666667,1,1.17948717948718,1.11764705882353,1,1.02380952380952,0,0,1.0625
"ENSMUSG00000038174",1.13846153846154,1.37313432835821,1.23076923076923,1,1.08108108108108,1.12,1.25,1.2,1.29850746268657,1.21052631578947,1.17647058823529,1.30985915492958,1,0,1.07142857142857
"ENSMUSG00000026032",4.28174603174603,4.53448275862069,4.73660714285714,3.85507246376812,3.98170731707317,4.11016949152542,4.31182795698925,3.64285714285714,4.83333333333333,3.68992248062015,4.125,5.55284552845528,2.75,1.8125,4.30985915492958
"ENSMUSG00000047528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026031",1.07692307692308,1.17948717948718,1.22222222222222,1.3,1.06451612903226,1.21428571428571,1.17241379310345,1,1.22,1,1.25,1.18604651162791,0,0,1.3125
"ENSMUSG00000026029",1.14285714285714,1,1,1,1.11111111111111,1,1,0,1.11764705882353,1.11111111111111,1,1.2,0,0,1
"ENSMUSG00000102719",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000026028",1.375,1.625,1.53571428571429,1.59574468085106,1.475,1.37313432835821,1.36666666666667,1.43333333333333,1.496,1.44642857142857,1.26923076923077,1.61111111111111,1.75,1.28571428571429,1.48387096774194
"ENSMUSG00000026027",1.16981132075472,1.2,1.21052631578947,1,1.28571428571429,1.14285714285714,1.25675675675676,1,1.14754098360656,1.35294117647059,1.27777777777778,1.21428571428571,1.125,0,1.4
"ENSMUSG00000038079",1.43859649122807,1.25757575757576,1.16666666666667,1.125,1,1.15,1.27272727272727,1.28571428571429,1.41333333333333,1.15625,1.07142857142857,1.46153846153846,1,0,1.27777777777778
"ENSMUSG00000079550",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000026024",1,1,0,0,0,0,1,0,1,0,0,1.06666666666667,0,0,0
"ENSMUSG00000026023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000041075",1,1,1,0,1,1,0,0,1.22222222222222,1,0,1,0,0,0
"ENSMUSG00000047361",1.17647058823529,1.06666666666667,1.08333333333333,0,1,1.42857142857143,1.09090909090909,0,1.15789473684211,1.16666666666667,0,1.2,0,0,1
"ENSMUSG00000026021",2.96818181818182,3.04926108374384,2.86082474226804,2.04081632653061,2.51798561151079,2.4,2.9559748427673,2.06451612903226,2.94715447154472,2.94736842105263,3.12244897959184,3.35087719298246,2.8,2,2.63076923076923
"ENSMUSG00000026020",1.17241379310345,1.2,1.25454545454545,1.23529411764706,1.35294117647059,1.21739130434783,1.15384615384615,1.30769230769231,1.18367346938776,1,1,1.25,1,1.2,1.30769230769231
"ENSMUSG00000067336",1.48872180451128,1.54477611940298,1.45454545454545,1.2,1.50819672131148,1.38775510204082,1.61764705882353,1.3125,1.43150684931507,1.46031746031746,1.31428571428571,1.7410071942446,1.31578947368421,1.2,1.33333333333333
"ENSMUSG00000041040",1.17460317460317,1.37037037037037,1.20689655172414,1.28571428571429,1.23076923076923,1.11111111111111,1.24561403508772,1.16666666666667,1.21428571428571,1.1219512195122,1.13333333333333,1.265625,1,0,1.15789473684211
"ENSMUSG00000026018",1.27777777777778,1.36986301369863,1.15,1.33333333333333,1.13636363636364,1.11111111111111,1.28571428571429,1.14285714285714,1.2027027027027,1.26190476190476,1.33333333333333,1.35294117647059,1.8,1,1.05882352941176
"ENSMUSG00000026019",1.34883720930233,1.32258064516129,1.27272727272727,1.22727272727273,1.359375,1.33333333333333,1.3375,1.41666666666667,1.30434782608696,1.22222222222222,1.43478260869565,1.3921568627451,1,1.33333333333333,1.14814814814815
"ENSMUSG00000026017",1,1.06666666666667,1,0,1,1.25,1,0,1.125,1,1,1,0,0,1
"ENSMUSG00000073664",1.07692307692308,1.13333333333333,1.13333333333333,1,1,1,1,0,1.08695652173913,1,1.2,1,0,0,1
"ENSMUSG00000049439",1.11111111111111,1.10714285714286,1.12121212121212,1.23076923076923,1.11538461538462,1.06666666666667,1,1.11111111111111,1.1875,1.04545454545455,1.18181818181818,1.11111111111111,0,0,1.08333333333333
"ENSMUSG00000026782",1.53191489361702,1.7410071942446,1.65,1.20588235294118,1.6875,1.56666666666667,1.70754716981132,1.14285714285714,1.58992805755396,1.50666666666667,1.62162162162162,1.93877551020408,1.30769230769231,1.66666666666667,1.36585365853659
"ENSMUSG00000026014",1.22222222222222,1.1063829787234,1,1,1,1.08333333333333,1.11538461538462,1,1.16666666666667,1.03703703703704,1,1.25581395348837,1,1,1.06666666666667
"ENSMUSG00000102549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000052062",1,1,1,0,0,0,0,0,1,0,0,2.33333333333333,0,0,0
"ENSMUSG00000025969",1.09677419354839,1.47826086956522,1.32432432432432,0,1.28571428571429,1,1,1,1.15151515151515,1,1,1.28125,1,1,1
"ENSMUSG00000040865",1.04,1.12903225806452,1.10344827586207,1,1.0625,1,1.0625,0,1.03571428571429,1.3,1,1.05263157894737,1,0,1.25
"ENSMUSG00000025968",1.90751445086705,1.75316455696203,1.90853658536585,1.82926829268293,1.70588235294118,1.64556962025316,1.8125,1.70833333333333,1.90374331550802,1.91860465116279,1.55,2.0635838150289,1.55555555555556,1,1.91489361702128
"ENSMUSG00000025967",6.42471042471042,5.17991631799163,6.48717948717949,4.36666666666667,6.76023391812866,5.32352941176471,4.86702127659574,4.41818181818182,5.91197183098592,4.53030303030303,4.33928571428571,5.82936507936508,3.31034482758621,3,4.81428571428571
"ENSMUSG00000046856",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000027520",1.22222222222222,1.05882352941176,1,0,1.05882352941176,1,1.16666666666667,1,1.08333333333333,1,1.16666666666667,1.07692307692308,0,0,0
"ENSMUSG00000025964",1.43529411764706,1.3936170212766,1.26744186046512,1.26666666666667,1.28571428571429,1.42857142857143,1.50617283950617,1,1.30612244897959,1.27272727272727,1.36,1.43877551020408,1,0,1.37037037037037
"ENSMUSG00000115378",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025963",1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
"ENSMUSG00000025962",1.08,1,1.09375,1,1.04,1.17647058823529,1.09677419354839,1,1.11363636363636,1.125,1.2,1.16279069767442,1,0,1
"ENSMUSG00000025959",1.08695652173913,1.15217391304348,1.1304347826087,1.08333333333333,1.10714285714286,1.06666666666667,1.16129032258065,0,1.13333333333333,1.16666666666667,1.2,1.125,1,1.33333333333333,1
"ENSMUSG00000025958",1.11428571428571,1.23728813559322,1.13636363636364,1,1.16666666666667,1.26666666666667,1.14634146341463,1,1.07317073170732,1.23333333333333,1.1,1.19230769230769,0,0,1.16666666666667
"ENSMUSG00000025956",1.24242424242424,1.2258064516129,1.11111111111111,1.125,1.07692307692308,1.30769230769231,1.0625,1,1.20512820512821,1,1,1.13636363636364,0,0,1
"ENSMUSG00000070871",1.25,1,1.06666666666667,1,1,1,1.23529411764706,0,1,1,1,1.05,0,0,0
"ENSMUSG00000045005",1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
"ENSMUSG00000051344",1.1025641025641,1.12903225806452,1.14814814814815,1,1.17391304347826,1.0625,1.10714285714286,1,1.0625,1.15789473684211,1.11111111111111,1.35294117647059,1,0,1.16666666666667
"ENSMUSG00000044429",0,0,1,0,0,0,1,0,1.16666666666667,0,0,1,0,0,0
"ENSMUSG00000044816",1,1.05882352941176,1,0,1,1,1,0,1.12,0,1,1.12,0,0,1.125
"ENSMUSG00000025950",1.30487804878049,1.34831460674157,1.23684210526316,1.125,1.23076923076923,1.08,1.24137931034483,1.4,1.30701754385965,1.31428571428571,1.19047619047619,1.29906542056075,1.25,0,1.17647058823529
"ENSMUSG00000025949",1.11111111111111,1.25,1.08108108108108,1,1.1,1.08333333333333,1.12903225806452,1.28571428571429,1.15625,1.24137931034483,1.375,1.23529411764706,0,0,1.15384615384615
"ENSMUSG00000015222",2.65929203539823,4.15207373271889,2.53125,1.86666666666667,2.27205882352941,1.97402597402597,3.45251396648045,1.67857142857143,3.17391304347826,3.0495867768595,2.92307692307692,4.00442477876106,2.73913043478261,1.25,3.1044776119403
"ENSMUSG00000055567",1.44,1.73333333333333,1.38613861386139,1.31818181818182,1.34210526315789,1.26829268292683,1.5,1.17647058823529,1.6125,1.47945205479452,1.62068965517241,1.65467625899281,1.41176470588235,0,1.65789473684211
"ENSMUSG00000026005",1.125,1.08,1.18604651162791,1,1.17142857142857,1.16,1.03225806451613,0,1.23529411764706,1.13333333333333,1,1.0625,1,0,1
"ENSMUSG00000026004",1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
"ENSMUSG00000102374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026003",1.46296296296296,1.22222222222222,1.43298969072165,1.38461538461538,1.3134328358209,1.3,1.30434782608696,1.21052631578947,1.63888888888889,1.25531914893617,1.35714285714286,1.52336448598131,1.18181818181818,1.5,1.41379310344828
"ENSMUSG00000061816",0,1,0,1,1,0,0,1.5,1,0,0,1.33333333333333,0,0,0
"ENSMUSG00000026000",2.64077669902913,3.43877551020408,3.06077348066298,1.98,2.47014925373134,2.92105263157895,3.43452380952381,1.69230769230769,2.86547085201794,3.30508474576271,3.94117647058824,3.81428571428571,2.56,1.125,3.34426229508197
"ENSMUSG00000025991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062209",1.07142857142857,1.09375,1.07407407407407,1,1.1875,1.25,1.1875,0,1.20512820512821,1.2,1.2,1.16666666666667,1,0,1
"ENSMUSG00000025997",0,1.33333333333333,1,0,1.33333333333333,0,1.33333333333333,0,1.25,0,0,1.11111111111111,0,0,0
"ENSMUSG00000053153",1.8,0,1.5,0,0,0,0,0,1,0,0,1.16666666666667,0,0,0
"ENSMUSG00000045648",1.06666666666667,1,1,0,0,0,1,0,1,0,0,1.125,0,0,0
"ENSMUSG00000026196",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000050296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026192",1.03030303030303,1.05263157894737,1.16,1,1.19047619047619,1,1.07142857142857,1.25,1.06451612903226,1.05882352941176,1.18181818181818,1.05405405405405,0,0,1
"ENSMUSG00000026193",1.56603773584906,1.32894736842105,1.60215053763441,1.3,1.56626506024096,1.29268292682927,1.45614035087719,1.08333333333333,1.41860465116279,1.69811320754717,3.05555555555556,1.57971014492754,1.375,1,2.03225806451613
"ENSMUSG00000039395",1,1,1,1,1,0,1.28571428571429,0,1,0,0,1,0,0,0
"ENSMUSG00000026189",1.03846153846154,1.08333333333333,1.15,1,1,1,1.2,0,1.08333333333333,1,1,1.17391304347826,1,0,1
"ENSMUSG00000026188",1.04347826086957,1,1.05,1,1,0,1,0,1.12,1,1,1.09677419354839,0,0,1
"ENSMUSG00000026187",1.05714285714286,1.07692307692308,1.24489795918367,1.08333333333333,1.1304347826087,1,1.09090909090909,1.33333333333333,1.2093023255814,1.08,1,1.20408163265306,0,0,1.3
"ENSMUSG00000039372",1.18518518518519,1,1.04545454545455,1,1,1.21052631578947,1,0,1,1.2,1,1.13636363636364,1,0,1.375
"ENSMUSG00000039354",1.02941176470588,1.11111111111111,1.17241379310345,1,1,1.22222222222222,1,1,1.08108108108108,1.1,1.3,1.12121212121212,1,0,1
"ENSMUSG00000046330",23.9699248120301,21.1795918367347,27.6952789699571,17.2596153846154,28.0568181818182,20.8783783783784,18.5177664974619,15.6060606060606,23.458904109589,19.241134751773,19.9122807017544,24.16796875,13.0625,11.8947368421053,20.5342465753425
"ENSMUSG00000039323",3.98058252427184,2.41322314049587,2.6,1.92307692307692,2.11392405063291,1.65909090909091,1.97457627118644,1.8,5.4957264957265,2.14864864864865,1.59090909090909,5.21935483870968,1.33333333333333,0,1.96666666666667
"ENSMUSG00000026185",2.11940298507463,1.74789915966387,1.8,1.28571428571429,1.23404255319149,1.1875,1.46590909090909,1.625,2.00662251655629,1.9041095890411,1.42857142857143,1.77536231884058,1.21428571428571,0,1.57142857142857
"ENSMUSG00000055322",1.17241379310345,1.08333333333333,1.08823529411765,1,1.05555555555556,1,1.07692307692308,1,1.21052631578947,1,1.33333333333333,1.38461538461538,1.33333333333333,1,1
